"","X","index","success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","prol_id","ctbl","sense_of_control_A","sense_of_control_B","sense_of_control_C","sense_of_control_D","age","gender","rt","url","stimulus","key_press","npress","is_data_trial","phase","trial","deck1","deck2","col1","col2","sym1","sym2","deck_l","deck_r","chosen_deck","chosen_col","chosen_sym","deck_rt","choose_choice","mutual_info","hidden_key","chosen_card","card_rt","player_num","win_card","outcome","mock_rating","response","responses","pair","soc_split_A","soc_split_B","soc_split_C","soc_split_D","choice_pair","mi_pair"
"39890",249,0,NA,"html-keyboard-response",249,1412970,"0.0-7.19-4.19","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",19,"A","D","red","black","moons","stars","D","A","A","black","stars",1689.3000000007,1,1,NA,"right",949.3000000007,6,1,1,NA,NA,"","AD",0,0,0,0,"10","10"
"39895",254,0,NA,"html-keyboard-response",254,1418999,"0.0-7.20-4.20","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",20,"A","D","black","red","stars","moons","A","D","A","black","stars",1204.6000000015,1,1,NA,"left",788,7,1,1,NA,NA,"","AD",0,0,0,0,"10","10"
"39900",259,0,NA,"html-keyboard-response",259,1425419,"0.0-7.21-4.21","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",21,"A","B","black","red","stars","stars","A","B","B","red","stars",1480,0,1,0,"right",906.5,4,0,0,NA,NA,"","AB",0,0,0,0,"10","11"
"39905",264,0,NA,"html-keyboard-response",264,1431814,"0.0-7.22-4.22","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",22,"A","D","black","red","stars","moons","A","D","A","black","stars",1444,1,1,NA,"left",921.6999999993,1,0,0,NA,NA,"","AD",0,0,0,0,"10","10"
"39910",269,0,NA,"html-keyboard-response",269,1438053,"0.0-7.23-4.23","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",23,"C","D","red","black","moons","moons","D","C","D","red","moons",1157.1999999993,0,0,0,"right",1045.5,2,0,0,NA,NA,"","CD",0,0,0,0,"10","00"
"39915",274,0,NA,"html-keyboard-response",274,1444441,"0.0-7.24-4.24","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",24,"C","D","red","black","moons","moons","D","C","D","red","moons",1522.1999999993,0,0,0,"right",833.5999999996,6,1,0,NA,NA,"","CD",0,0,0,0,"10","00"
"39920",279,0,NA,"html-keyboard-response",279,1450537,"0.0-7.25-4.25","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",25,"A","B","red","black","stars","stars","B","A","B","red","stars",1383.4000000004,0,1,1,"left",680.6000000015,2,0,0,NA,NA,"","AB",0,0,0,0,"10","11"
"39925",284,0,NA,"html-keyboard-response",284,1456489,"0.0-7.26-4.26","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",26,"B","D","red","red","moons","stars","D","B","B","red","stars",1141,0,1,1,"left",775.2000000011,4,0,0,NA,NA,"","BD",0,0,0,0,"00","01"
"39935",294,0,NA,"html-keyboard-response",294,1469317,"0.0-7.28-4.28","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",28,"A","B","black","red","stars","stars","A","B","B","red","stars",1291.4000000004,0,1,1,"left",1247.0999999996,7,1,1,NA,NA,"","AB",0,0,0,0,"10","11"
"39940",299,0,NA,"html-keyboard-response",299,1475456,"0.0-7.29-4.29","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",29,"B","D","red","red","stars","moons","B","D","B","red","stars",1558.5999999996,0,1,1,"left",549.4000000004,6,1,1,NA,NA,"","BD",0,0,0,0,"00","01"
"39945",304,0,NA,"html-keyboard-response",304,1481811,"0.0-7.30-4.30","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",30,"B","C","red","black","stars","moons","B","C","B","red","stars",1301.9000000004,0,1,0,"right",1017.5,7,1,1,NA,NA,"","BC",0,0,0,0,"10","01"
"39950",309,0,NA,"html-keyboard-response",309,1487808,"0.0-7.31-4.31","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",31,"B","D","red","red","stars","moons","B","D","B","red","stars",1165.9000000004,0,1,0,"right",795.5,2,0,0,NA,NA,"","BD",0,0,0,0,"00","01"
"39955",314,0,NA,"html-keyboard-response",314,1493837,"0.0-7.32-4.32","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",32,"A","D","black","red","stars","moons","A","D","A","black","stars",1105.5999999996,1,1,NA,"left",897.5,9,1,1,NA,NA,"","AD",0,0,0,0,"10","10"
"39960",319,0,NA,"html-keyboard-response",319,1500269,"0.0-7.33-4.33","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",33,"B","D","red","red","moons","stars","D","B","B","red","stars",1212.0999999996,0,1,0,"right",1184.5,6,1,1,NA,NA,"","BD",0,0,0,0,"00","01"
"39965",324,0,NA,"html-keyboard-response",324,1506144,"0.0-7.34-4.34","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",34,"B","C","red","black","stars","moons","B","C","B","red","stars",1022.6000000015,0,1,0,"right",819.1999999993,1,0,0,NA,NA,"","BC",0,0,0,0,"10","01"
"39970",329,0,NA,"html-keyboard-response",329,1512140,"0.0-7.35-4.35","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",35,"B","C","black","red","moons","stars","C","B","B","red","stars",1109.5,0,1,0,"right",850.6999999993,3,0,0,NA,NA,"","BC",0,0,0,0,"10","01"
"39975",334,0,NA,"html-keyboard-response",334,1518242,"0.0-7.36-4.36","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",36,"A","C","black","black","stars","moons","A","C","A","black","stars",1169.5,1,1,NA,"left",896.0999999996,4,0,0,NA,NA,"","AC",0,0,0,0,"11","10"
"39980",339,0,NA,"html-keyboard-response",339,1524492,"0.0-7.37-4.37","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",37,"A","B","black","red","stars","stars","A","B","B","red","stars",1446.1000000015,0,1,0,"right",772.5,3,0,0,NA,NA,"","AB",0,0,0,0,"10","11"
"39985",344,0,NA,"html-keyboard-response",344,1530686,"0.0-7.38-4.38","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",38,"A","C","black","black","moons","stars","C","A","A","black","stars",1137.8000000007,1,1,NA,"left",1020.3000000007,6,1,1,NA,NA,"","AC",0,0,0,0,"11","10"
"39990",349,0,NA,"html-keyboard-response",349,1536941,"0.0-7.39-4.39","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",39,"A","D","red","black","moons","stars","D","A","A","black","stars",1440.4000000004,1,1,NA,"left",780.4000000004,4,0,0,NA,NA,"","AD",0,0,0,0,"10","10"
"39995",354,0,NA,"html-keyboard-response",354,1542963,"0.0-7.40-4.40","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",40,"C","D","red","black","moons","moons","D","C","D","red","moons",1209.1999999993,0,0,1,"left",777.3000000007,4,0,1,NA,NA,"","CD",0,0,0,0,"10","00"
"40000",359,0,NA,"html-keyboard-response",359,1549104,"0.0-7.41-4.41","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",41,"A","C","black","black","stars","moons","A","C","A","black","stars",1247.2999999989,1,1,NA,"right",867.2999999989,1,0,0,NA,NA,"","AC",0,0,0,0,"11","10"
"40005",364,0,NA,"html-keyboard-response",364,1555010,"0.0-7.42-4.42","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",42,"A","B","red","black","stars","stars","B","A","B","red","stars",1091.4000000004,0,1,0,"right",778.0999999996,4,0,0,NA,NA,"","AB",0,0,0,0,"10","11"
"40015",374,0,NA,"html-keyboard-response",374,1566696,"0.0-7.44-4.44","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",44,"B","D","red","red","stars","moons","B","D","B","red","stars",945.4000000004,0,1,1,"left",924.2999999989,4,0,0,NA,NA,"","BD",0,0,0,0,"00","01"
"40020",379,0,NA,"html-keyboard-response",379,1573000,"0.0-7.45-4.45","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",45,"A","B","black","red","stars","stars","A","B","B","red","stars",1493.5,0,1,1,"left",776.5999999996,3,0,0,NA,NA,"","AB",0,0,0,0,"10","11"
"40035",394,0,NA,"html-keyboard-response",394,1591366,"0.0-7.48-4.48","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",48,"A","C","black","black","stars","moons","A","C","C","black","moons",1341.6000000015,1,0,NA,"right",603,6,1,1,NA,NA,"","AC",0,0,0,0,"11","10"
"40040",399,0,NA,"html-keyboard-response",399,1597147,"0.0-7.49-4.49","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",49,"A","D","red","black","moons","stars","D","A","A","black","stars",1193.2999999989,1,1,NA,"left",559.2000000011,6,1,1,NA,NA,"","AD",0,0,0,0,"10","10"
"40045",404,0,NA,"html-keyboard-response",404,1602898,"0.0-7.50-4.50","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",50,"A","C","black","black","stars","moons","A","C","A","black","stars",1008.0999999996,1,1,NA,"left",711,10,1,1,NA,NA,"","AC",0,0,0,0,"11","10"
"40050",409,0,NA,"html-keyboard-response",409,1609017,"0.0-7.51-4.51","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",51,"C","D","red","black","moons","moons","D","C","D","red","moons",915.1999999993,0,0,1,"left",1166.7999999989,6,1,1,NA,NA,"","CD",0,0,0,0,"10","00"
"40055",414,0,NA,"html-keyboard-response",414,1615163,"0.0-7.52-4.52","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",52,"C","D","red","black","moons","moons","D","C","D","red","moons",1284.7000000011,0,0,0,"right",825.4000000004,3,0,1,NA,NA,"","CD",0,0,0,0,"10","00"
"40060",419,0,NA,"html-keyboard-response",419,1621135,"0.0-7.53-4.53","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",53,"C","D","red","black","moons","moons","D","C","D","red","moons",1116.1000000015,0,0,0,"right",819.5999999996,8,1,0,NA,NA,"","CD",0,0,0,0,"10","00"
"40065",424,0,NA,"html-keyboard-response",424,1627027,"0.0-7.54-4.54","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",54,"B","C","red","black","stars","moons","B","C","B","red","stars",1000,0,1,0,"right",856.2000000011,4,0,0,NA,NA,"","BC",0,0,0,0,"10","01"
"40070",429,0,NA,"html-keyboard-response",429,1633459,"0.0-7.55-4.55","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",55,"C","D","black","red","moons","moons","C","D","D","red","moons",1363.0999999996,0,0,1,"left",1035.4000000004,3,0,1,NA,NA,"","CD",0,0,0,0,"10","00"
"40075",434,0,NA,"html-keyboard-response",434,1639531,"0.0-7.56-4.56","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",56,"A","D","black","red","stars","moons","A","D","A","black","stars",1535.8999999985,1,1,NA,"right",511.3000000007,1,0,0,NA,NA,"","AD",0,0,0,0,"10","10"
"40085",444,0,NA,"html-keyboard-response",444,1651239,"0.0-7.58-4.58","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",58,"B","C","red","black","stars","moons","B","C","B","red","stars",1471.0999999996,0,1,1,"left",497.3000000007,8,1,1,NA,NA,"","BC",0,0,0,0,"10","01"
"40090",449,0,NA,"html-keyboard-response",449,1657036,"0.0-7.59-4.59","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",59,"C","D","red","black","moons","moons","D","C","D","red","moons",1013.0999999996,0,0,1,"left",755.4000000004,10,1,0,NA,NA,"","CD",0,0,0,0,"10","00"
"40095",454,0,NA,"html-keyboard-response",454,1662900,"0.0-7.60-4.60","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",60,"C","D","red","black","moons","moons","D","C","D","red","moons",911.2000000011,0,0,1,"left",917.3000000007,8,1,0,NA,NA,"","CD",0,0,0,0,"10","00"
"40105",464,0,NA,"html-keyboard-response",464,1674423,"0.0-7.62-4.62","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",62,"C","D","red","black","moons","moons","D","C","D","red","moons",776.8000000007,0,0,0,"right",769.1999999993,8,1,0,NA,NA,"","CD",0,0,0,0,"10","00"
"40110",469,0,NA,"html-keyboard-response",469,1680389,"0.0-7.63-4.63","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",63,"B","D","red","red","moons","stars","D","B","B","red","stars",1152.5999999996,0,1,0,"right",783.4000000004,9,1,1,NA,NA,"","BD",0,0,0,0,"00","01"
"40115",474,0,NA,"html-keyboard-response",474,1686412,"0.0-7.64-4.64","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",64,"A","B","black","red","stars","stars","A","B","B","red","stars",1026.5,0,1,1,"left",963.3999999985,6,1,1,NA,NA,"","AB",0,0,0,0,"10","11"
"40120",479,0,NA,"html-keyboard-response",479,1692404,"0.0-7.65-4.65","pcldhzax57","2022-09-16 14:52:18.997","60fcbc0b079e2cfc50954745",2,54,36,25,4,"20","female",NA,"","",NA,NA,"true","choice",65,"A","D","red","black","moons","stars","D","A","A","black","stars",1167.4000000004,1,1,NA,"left",788.1999999993,2,0,0,NA,NA,"","AD",0,0,0,0,"10","10"
"40833",154,0,NA,"html-keyboard-response",154,422783,"0.0-7.0-4.0","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",0,"B","C","black","red","moons","stars","C","B","C","black","moons",3460,1,0,NA,"right",1392.5,4,0,0,NA,NA,"","BC",0,0,0,1,"10","01"
"40853",174,0,NA,"html-keyboard-response",174,448674,"0.0-7.4-4.4","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",4,"B","D","red","red","stars","moons","B","D","B","red","stars",1747.6999999881,0,1,1,"left",1252.9000000358,2,0,0,NA,NA,"","BD",0,0,0,1,"00","01"
"40858",179,0,NA,"html-keyboard-response",179,456161,"0.0-7.5-4.5","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",5,"A","C","black","black","moons","stars","C","A","A","black","stars",2139,1,1,NA,"right",1308.3000000119,6,1,1,NA,NA,"","AC",0,0,0,1,"11","10"
"40863",184,0,NA,"html-keyboard-response",184,462977,"0.0-7.6-4.6","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",6,"A","C","black","black","moons","stars","C","A","C","black","moons",1963.8000000119,1,0,NA,"right",812.1000000238,1,0,1,NA,NA,"","AC",0,0,0,1,"11","10"
"40868",189,0,NA,"html-keyboard-response",189,470421,"0.0-7.7-4.7","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",7,"A","B","red","black","stars","stars","B","A","B","red","stars",2591.9000000358,0,1,0,"right",798.5,10,1,1,NA,NA,"","AB",0,0,0,1,"10","11"
"40878",199,0,NA,"html-keyboard-response",199,482659,"0.0-7.9-4.9","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",9,"C","D","red","black","moons","moons","D","C","C","black","moons",1619.6999999881,1,0,NA,"right",730,2,0,0,NA,NA,"","CD",0,0,0,1,"10","00"
"40883",204,0,NA,"html-keyboard-response",204,488353,"0.0-7.10-4.10","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",10,"B","D","red","red","moons","stars","D","B","B","red","stars",1013.6000000238,0,1,0,"right",635.5,9,1,1,NA,NA,"","BD",0,0,0,1,"00","01"
"40888",209,0,NA,"html-keyboard-response",209,494526,"0.0-7.11-4.11","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",11,"A","B","red","black","stars","stars","B","A","A","black","stars",1394.8999999762,1,1,NA,"right",717.5,4,0,0,NA,NA,"","AB",0,0,0,1,"10","11"
"40893",214,0,NA,"html-keyboard-response",214,501360,"0.0-7.12-4.12","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",12,"A","D","black","red","stars","moons","A","D","D","red","moons",1792,0,0,1,"left",986.6000000238,4,0,0,NA,NA,"","AD",0,0,0,1,"10","10"
"40898",219,0,NA,"html-keyboard-response",219,508309,"0.0-7.13-4.13","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",13,"C","D","black","red","moons","moons","C","D","C","black","moons",1287.1999999881,1,0,NA,"right",1606.1000000238,6,1,0,NA,NA,"","CD",0,0,0,1,"10","00"
"40903",224,0,NA,"html-keyboard-response",224,514666,"0.0-7.14-4.14","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",14,"A","D","black","red","stars","moons","A","D","D","red","moons",1686.1999999881,0,0,0,"right",630.5,2,0,0,NA,NA,"","AD",0,0,0,1,"10","10"
"40908",229,0,NA,"html-keyboard-response",229,521244,"0.0-7.15-4.15","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",15,"B","D","red","red","stars","moons","B","D","B","red","stars",1363.8999999762,0,1,1,"left",1170,4,0,0,NA,NA,"","BD",0,0,0,1,"00","01"
"40913",234,0,NA,"html-keyboard-response",234,527923,"0.0-7.16-4.16","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",16,"B","D","red","red","moons","stars","D","B","B","red","stars",1662.5,0,1,1,"left",972.3000000119,4,0,0,NA,NA,"","BD",0,0,0,1,"00","01"
"40918",239,0,NA,"html-keyboard-response",239,533759,"0.0-7.17-4.17","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",17,"B","C","red","black","stars","moons","B","C","C","black","moons",1269.1000000238,1,0,NA,"right",515.8000000119,10,1,1,NA,NA,"","BC",0,0,0,1,"10","01"
"40923",244,0,NA,"html-keyboard-response",244,540319,"0.0-7.18-4.18","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",18,"A","C","black","black","moons","stars","C","A","A","black","stars",1297.3999999762,1,1,NA,"left",1217.8999999762,8,1,1,NA,NA,"","AC",0,0,0,1,"11","10"
"40928",249,0,NA,"html-keyboard-response",249,545849,"0.0-7.19-4.19","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",19,"B","D","red","red","moons","stars","D","B","B","red","stars",834.5,0,1,0,"right",654.1999999881,7,1,1,NA,NA,"","BD",0,0,0,1,"00","01"
"40933",254,0,NA,"html-keyboard-response",254,552448,"0.0-7.20-4.20","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",20,"C","D","black","red","moons","moons","C","D","C","black","moons",1980.8000000119,1,0,NA,"left",572.6999999881,6,1,0,NA,NA,"","CD",0,0,0,1,"10","00"
"40938",259,0,NA,"html-keyboard-response",259,559024,"0.0-7.21-4.21","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",21,"A","B","black","red","stars","stars","A","B","A","black","stars",1871.5,1,1,NA,"right",653.7999999523,1,0,0,NA,NA,"","AB",0,0,0,1,"10","11"
"40943",264,0,NA,"html-keyboard-response",264,566773,"0.0-7.22-4.22","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",22,"A","D","red","black","moons","stars","D","A","A","black","stars",1769.4000000358,1,1,NA,"right",1930.0999999642,6,1,1,NA,NA,"","AD",0,0,0,1,"10","10"
"40953",274,0,NA,"html-keyboard-response",274,579942,"0.0-7.24-4.24","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",24,"B","D","red","red","stars","moons","B","D","B","red","stars",1724.8999999762,0,1,1,"left",850.5,10,1,1,NA,NA,"","BD",0,0,0,1,"00","01"
"40958",279,0,NA,"html-keyboard-response",279,586744,"0.0-7.25-4.25","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",25,"C","D","black","red","moons","moons","C","D","C","black","moons",2261.6000000238,1,0,NA,"right",490.6000000238,8,1,1,NA,NA,"","CD",0,0,0,1,"10","00"
"40963",284,0,NA,"html-keyboard-response",284,592951,"0.0-7.26-4.26","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",26,"C","D","red","black","moons","moons","D","C","C","black","moons",1092.8000000119,1,0,NA,"left",1073.1999999881,8,1,1,NA,NA,"","CD",0,0,0,1,"10","00"
"40968",289,0,NA,"html-keyboard-response",289,600346,"0.0-7.27-4.27","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",27,"B","C","black","red","moons","stars","C","B","B","red","stars",1421.3000000119,0,1,1,"left",1934.5,7,1,1,NA,NA,"","BC",0,0,0,1,"10","01"
"40973",294,0,NA,"html-keyboard-response",294,606651,"0.0-7.28-4.28","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",28,"C","D","red","black","moons","moons","D","C","C","black","moons",1223.8000000119,1,0,NA,"left",1023.7000000477,1,0,1,NA,NA,"","CD",0,0,0,1,"10","00"
"40978",299,0,NA,"html-keyboard-response",299,613178,"0.0-7.29-4.29","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",29,"C","D","red","black","moons","moons","D","C","C","black","moons",1633.1999999881,1,0,NA,"right",837.5999999642,3,0,1,NA,NA,"","CD",0,0,0,1,"10","00"
"40983",304,0,NA,"html-keyboard-response",304,618639,"0.0-7.30-4.30","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",30,"A","D","red","black","moons","stars","D","A","A","black","stars",1042.5,1,1,NA,"right",377.8000000119,3,0,0,NA,NA,"","AD",0,0,0,1,"10","10"
"40988",309,0,NA,"html-keyboard-response",309,624475,"0.0-7.31-4.31","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",31,"A","B","red","black","stars","stars","B","A","B","red","stars",1104.5999999642,0,1,0,"right",677.7000000477,6,1,1,NA,NA,"","AB",0,0,0,1,"10","11"
"40993",314,0,NA,"html-keyboard-response",314,629830,"0.0-7.32-4.32","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",32,"A","C","black","black","stars","moons","A","C","A","black","stars",838,1,1,NA,"left",477.4000000358,3,0,0,NA,NA,"","AC",0,0,0,1,"11","10"
"40998",319,0,NA,"html-keyboard-response",319,636433,"0.0-7.33-4.33","qidsv3gz1p","2022-09-19 15:59:00.750","62a7970f8387f3fcc95b106b",2,27,30,31,28,"31","Male",NA,"","",NA,NA,"true","choice",33,"B","C","black","red","moons","stars","C","B","B","red","stars",2016.8999999762,0,1,0,"right",533.6999999881,8,1,1,NA,NA,"","BC",0,0,0,1,"10","01"
